,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Population,customer_loyalty,Service_Count,ServiceCategory,Charges per Service,charges Level,Churn_Flag
5588,Male,33,Yes,0,Hyampom,96046,40.648024,-123.465088,0,31,Yes,28.72,Yes,Yes,Cable,21.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,1882.8,0.0,0,890.32,2773.12,Stayed,Still Customer,Still Customer,268,Established,4,Light Bundle,470.7,Mid Level of charges,0
5589,Female,49,Yes,1,Norwalk,90650,33.905963,-118.08263,10,53,Yes,30.31,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,19.55,1007.9,0.0,0,1606.43,2614.33,Stayed,Still Customer,Still Customer,103214,Loyal,1,Single Service,1007.9,High Level of charges,0
5590,Female,68,No,0,Piercy,95587,39.955587,-123.681175,0,67,Yes,48.43,Yes,Yes,DSL,28.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.9,3725.5,0.0,0,3244.81,6970.31,Stayed,Still Customer,Still Customer,200,Loyal,4,Light Bundle,931.38,High Level of charges,0
5591,Male,61,No,0,Van Nuys,91405,34.202494,-118.448048,0,72,Yes,46.1,Yes,Yes,DSL,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,6362.35,0.0,0,3319.2,9681.55,Stayed,Still Customer,Still Customer,51348,Loyal,10,Heavy Bundle,636.24,Mid Level of charges,0
5592,Female,57,No,2,Wofford Heights,93285,35.690535,-118.552784,0,4,Yes,27.37,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,20.05,85.5,0.0,0,109.48,194.98,Stayed,Still Customer,Still Customer,2515,New,1,Single Service,85.5,Low Level of charges,0
5593,Female,48,No,0,Daly City,94015,37.680844,-122.48131,0,51,No,0.0,No phone Service,Yes,DSL,10.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60.15,3077.0,0.0,0,0.0,3077.0,Stayed,Still Customer,Still Customer,63337,Loyal,8,Heavy Bundle,384.62,Mid Level of charges,0
5594,Female,34,No,0,San Bruno,94066,37.624436,-122.430661,0,15,Yes,26.54,Yes,Yes,DSL,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,720.1,0.0,0,398.1,1118.2,Stayed,Still Customer,Still Customer,39566,Growth,3,Light Bundle,240.03,Mid Level of charges,0
5595,Female,29,Yes,2,Washington,95986,39.34128,-120.786867,7,69,Yes,8.39,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.8,1436.95,0.0,0,578.91,2015.86,Stayed,Still Customer,Still Customer,145,Loyal,1,Single Service,1436.95,High Level of charges,0
5596,Male,38,No,0,Selma,93662,36.545322,-119.642281,0,4,Yes,30.07,No,Yes,Cable,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.55,220.75,0.0,0,120.28,341.03,Stayed,Still Customer,Still Customer,26213,New,3,Light Bundle,73.58,Low Level of charges,0
5597,Female,55,No,0,Inglewood,90302,33.975332,-118.355252,0,1,Yes,2.38,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.9,19.9,0.0,0,2.38,22.28,Joined,Still Customer,Still Customer,30779,New,1,Single Service,19.9,Low Level of charges,0
5598,Male,19,No,0,Sugarloaf,92386,34.243088,-116.830015,0,55,Yes,42.19,No,Yes,Fiber Optic,51.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.9,5552.05,0.0,0,2320.45,7872.5,Stayed,Still Customer,Still Customer,1834,Loyal,8,Heavy Bundle,694.01,Mid Level of charges,0
5599,Male,50,No,0,Garden Grove,92840,33.787165,-117.931889,0,4,No,0.0,No phone Service,Yes,DSL,23.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,42.4,146.4,0.0,0,0.0,146.4,Stayed,Still Customer,Still Customer,50641,New,5,Light Bundle,29.28,Low Level of charges,0
5600,Female,49,No,0,Oroville,95966,39.473896,-121.415927,0,2,No,0.0,No phone Service,Yes,DSL,21.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,72.4,0.0,0,0.0,72.4,Churned,Competitor,Competitor offered more data,28382,New,6,Heavy Bundle,12.07,Low Level of charges,1
5601,Male,34,No,0,San Mateo,94403,37.538309,-122.305109,0,45,Yes,14.12,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.85,4740.0,0.0,0,635.4,5375.4,Churned,Competitor,Competitor offered more data,37926,Established,7,Heavy Bundle,677.14,Mid Level of charges,1
5602,Female,33,Yes,0,Point Reyes Station,94956,38.060264,-122.830646,0,19,Yes,34.51,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.9,839.65,0.0,0,655.69,1495.34,Stayed,Still Customer,Still Customer,1885,Growth,3,Light Bundle,279.88,Mid Level of charges,0
5603,Male,67,Yes,0,Sutter,95982,39.172777,-121.805845,1,3,No,0.0,No phone Service,Yes,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0,0.0,93.7,Churned,Competitor,Competitor had better devices,3193,New,3,Light Bundle,31.23,Low Level of charges,1
5604,Female,23,Yes,3,Los Angeles,90010,34.062125,-118.315709,0,28,Yes,4.89,Yes,Yes,Fiber Optic,47.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,3046.05,0.0,0,136.92,3182.97,Churned,Other,Moved,1957,Established,8,Heavy Bundle,380.76,Mid Level of charges,1
5605,Female,25,Yes,1,El Cajon,92020,32.79697,-116.969082,10,23,Yes,9.84,Yes,Yes,Fiber Optic,71.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.6,1868.4,0.0,0,226.32,2094.72,Stayed,Still Customer,Still Customer,55277,Growth,5,Light Bundle,373.68,Mid Level of charges,0
5606,Male,53,No,0,Sacramento,95826,38.542532,-121.378826,0,1,Yes,15.91,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,20.55,20.55,0.0,0,15.91,36.46,Churned,Attitude,Attitude of service provider,38818,New,1,Single Service,20.55,Low Level of charges,1
5607,Female,20,No,0,Manhattan Beach,90266,33.889632,-118.39737,0,25,No,0.0,No phone Service,Yes,Cable,59.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.25,1293.8,0.0,0,0.0,1293.8,Stayed,Still Customer,Still Customer,33758,Established,6,Heavy Bundle,215.63,Mid Level of charges,0
5608,Male,22,Yes,0,Maxwell,95955,39.281194,-122.226568,2,71,Yes,18.04,Yes,Yes,DSL,41.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,80.4,5727.15,0.0,0,1280.84,7007.99,Stayed,Still Customer,Still Customer,1146,Loyal,9,Heavy Bundle,636.35,Mid Level of charges,0
5609,Male,20,No,0,Chico,95928,39.681488,-121.83721,0,14,Yes,18.46,No,Yes,Fiber Optic,26.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.45,1117.55,0.0,0,258.44,1375.99,Stayed,Still Customer,Still Customer,32848,Growth,4,Light Bundle,279.39,Mid Level of charges,0
5610,Male,28,No,0,San Diego,92119,32.802959,-117.027095,0,24,Yes,7.52,Yes,Yes,Cable,85.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.6,1242.25,28.42,0,180.48,1394.31,Stayed,Still Customer,Still Customer,21866,Growth,4,Light Bundle,310.56,Mid Level of charges,0
5611,Male,76,No,0,Twentynine Palms,92278,34.457829,-116.139589,0,56,Yes,5.19,Yes,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.05,5594.0,0.0,10,290.64,5894.64,Stayed,Still Customer,Still Customer,14104,Loyal,5,Light Bundle,1118.8,High Level of charges,0
5612,Male,78,Yes,0,Corte Madera,94925,37.924014,-122.511694,1,1,Yes,17.51,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,80.3,0.0,0,17.51,97.81,Churned,Competitor,Competitor had better devices,9038,New,4,Light Bundle,20.08,Low Level of charges,1
5613,Male,68,Yes,0,Williams,95987,39.117537,-122.284654,2,7,Yes,3.19,Yes,Yes,Cable,26.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.2,475.0,0.0,0,22.33,497.33,Stayed,Still Customer,Still Customer,4579,Early,6,Heavy Bundle,79.17,Low Level of charges,0
5614,Female,63,No,0,Salinas,93907,36.77462,-121.664714,0,5,Yes,8.32,No,Yes,DSL,22.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.35,352.65,0.0,0,41.6,394.25,Stayed,Still Customer,Still Customer,22292,New,6,Heavy Bundle,58.78,Low Level of charges,0
5615,Female,47,Yes,0,Atwater,95301,37.321233,-120.656354,1,1,Yes,33.46,No,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,69.4,69.4,0.0,10,33.46,112.86,Churned,Competitor,Competitor had better devices,27808,New,2,Light Bundle,34.7,Low Level of charges,1
5616,Female,21,Yes,1,Santa Clara,95051,37.348129,-121.98469,4,19,No,0.0,No phone Service,Yes,Cable,85.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.85,434.8,0.0,0,0.0,434.8,Stayed,Still Customer,Still Customer,52986,Growth,2,Light Bundle,217.4,Mid Level of charges,0
5617,Female,35,No,0,Los Angeles,90042,34.11572,-118.192754,0,7,Yes,18.99,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,552.95,0.0,0,132.93,685.88,Churned,Competitor,Competitor offered more data,64672,Early,3,Light Bundle,184.32,Low Level of charges,1
5618,Female,58,Yes,1,Parker Dam,92267,34.273872,-114.192901,6,16,Yes,40.03,No,Yes,Fiber Optic,20.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25,1195.75,0.0,0,640.48,1836.23,Stayed,Still Customer,Still Customer,131,Growth,4,Light Bundle,298.94,Mid Level of charges,0
5619,Female,32,Yes,2,Antioch,94509,37.980057,-121.801599,1,10,Yes,42.0,No,Yes,DSL,14.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,65.9,660.05,0.0,0,420.0,1080.05,Stayed,Still Customer,Still Customer,90891,Early,7,Heavy Bundle,94.29,Low Level of charges,0
5620,Female,40,No,0,Rocklin,95765,38.823278,-121.281856,0,72,Yes,12.63,Yes,Yes,DSL,23.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.75,4265.0,0.0,0,909.36,5174.36,Stayed,Still Customer,Still Customer,15494,Loyal,5,Light Bundle,853.0,High Level of charges,0
5621,Male,69,No,0,Chula Vista,91910,32.636792,-117.054989,0,51,Yes,4.14,No,Yes,Fiber Optic,21.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0,4905.75,0.0,0,211.14,5116.89,Stayed,Still Customer,Still Customer,74025,Loyal,7,Heavy Bundle,700.82,Mid Level of charges,0
5622,Male,68,No,0,Twain Harte,95383,38.107441,-120.230625,0,67,Yes,44.56,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,116.1,7839.85,0.0,40,2985.52,10865.37,Stayed,Still Customer,Still Customer,4848,Loyal,8,Heavy Bundle,979.98,High Level of charges,0
5623,Female,75,Yes,0,Jackson,95642,38.336216,-120.76901,7,25,Yes,38.59,No,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.3,1813.1,0.0,0,964.75,2777.85,Stayed,Still Customer,Still Customer,6202,Established,3,Light Bundle,604.37,Mid Level of charges,0
5624,Female,51,Yes,2,Chula Vista,91914,32.688506,-116.938632,9,45,Yes,10.21,Yes,Yes,DSL,11.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,81.3,3541.1,0.0,0,459.45,4000.55,Stayed,Still Customer,Still Customer,2606,Established,8,Heavy Bundle,442.64,Mid Level of charges,0
5625,Male,50,No,0,San Francisco,94116,37.74441,-122.486764,0,1,Yes,16.36,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.3,19.3,0.0,0,16.36,35.66,Joined,Still Customer,Still Customer,42959,New,1,Single Service,19.3,Low Level of charges,0
5626,Female,45,No,0,Sun City,92586,33.707483,-117.200006,0,30,Yes,9.34,No,Yes,Fiber Optic,8.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.15,2555.9,0.0,0,280.2,2836.1,Churned,Attitude,Attitude of support person,18161,Established,5,Light Bundle,511.18,Mid Level of charges,1
5627,Male,44,Yes,1,Lemoore,93245,36.303666,-119.825657,9,11,Yes,38.48,No,Yes,Fiber Optic,19.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,1020.2,0.0,0,423.28,1443.48,Stayed,Still Customer,Still Customer,30419,Early,6,Heavy Bundle,170.03,Low Level of charges,0
5628,Female,45,Yes,0,Arroyo Grande,93420,35.176236,-120.483243,6,20,Yes,11.39,No,Yes,Fiber Optic,21.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,81.0,1683.7,0.0,0,227.8,1911.5,Stayed,Still Customer,Still Customer,24499,Growth,5,Light Bundle,336.74,Mid Level of charges,0
5629,Male,23,Yes,0,Mentone,92359,34.103578,-117.04054,10,70,Yes,21.68,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.3,8244.3,0.0,0,1517.6,9761.9,Stayed,Still Customer,Still Customer,7324,Loyal,10,Heavy Bundle,824.43,High Level of charges,0
5630,Male,46,No,0,Duarte,91010,34.145695,-117.95982,0,38,Yes,46.21,No,Yes,Cable,14.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,62.3,2354.8,0.0,0,1755.98,4110.78,Churned,Dissatisfaction,Poor expertise of phone support,27414,Established,7,Heavy Bundle,336.4,Mid Level of charges,1
5631,Female,77,Yes,0,San Diego,92126,32.886925,-117.152162,1,1,No,0.0,No phone Service,Yes,DSL,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.8,24.8,0.0,0,0.0,24.8,Churned,Competitor,Competitor made better offer,74232,New,2,Light Bundle,12.4,Low Level of charges,1
5632,Male,28,No,0,Mill Valley,94941,37.901371,-122.572024,0,3,Yes,32.76,No,Yes,Fiber Optic,73.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,293.65,0.0,0,98.28,391.93,Churned,Attitude,Attitude of service provider,28727,New,8,Heavy Bundle,36.71,Low Level of charges,1
5633,Female,42,Yes,2,Thousand Oaks,91360,34.214054,-118.88109,4,64,Yes,13.95,Yes,Yes,Fiber Optic,11.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.4,6721.6,0.0,0,892.8,7614.4,Stayed,Still Customer,Still Customer,42526,Loyal,8,Heavy Bundle,840.2,High Level of charges,0
5634,Male,34,No,0,Tehama,96090,40.021787,-122.127576,0,65,Yes,44.7,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.55,1218.65,0.0,0,2905.5,4124.15,Stayed,Still Customer,Still Customer,405,Loyal,1,Single Service,1218.65,High Level of charges,0
5635,Female,34,No,0,Davis,95616,38.508735,-121.678813,0,9,Yes,10.07,Yes,Yes,Fiber Optic,26.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.75,889.9,0.0,30,90.63,1010.53,Churned,Competitor,Competitor offered more data,67411,Early,5,Light Bundle,177.98,Low Level of charges,1
5636,Female,29,No,0,Half Moon Bay,94019,37.45567,-122.407992,0,60,Yes,37.95,Yes,Yes,DSL,27.0,Yes,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,64.75,4039.5,0.0,120,2277.0,6436.5,Stayed,Still Customer,Still Customer,17929,Loyal,5,Light Bundle,807.9,High Level of charges,0
5637,Male,47,No,0,Nevada City,95959,39.333737,-120.858667,0,35,Yes,17.2,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,21.45,705.45,0.0,0,602.0,1307.45,Stayed,Still Customer,Still Customer,17269,Established,1,Single Service,705.45,Mid Level of charges,0
5638,Male,60,No,0,Oxnard,93035,34.18454,-119.224666,0,11,No,0.0,No phone Service,Yes,DSL,22.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,34.7,383.55,22.53,150,0.0,511.02,Stayed,Still Customer,Still Customer,25322,Early,3,Light Bundle,127.85,Low Level of charges,0
5639,Female,21,Yes,0,Saint Helena,94574,38.581354,-122.296283,1,33,Yes,35.31,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,24.5,740.3,35.05,0,1165.23,1870.48,Churned,Price,Long distance charges,9423,Established,1,Single Service,740.3,Mid Level of charges,1
5640,Female,26,No,0,Laguna Hills,92653,33.606899,-117.717854,0,36,Yes,13.9,No,Yes,Cable,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.85,3003.55,0.0,0,500.4,3503.95,Stayed,Still Customer,Still Customer,48273,Established,9,Heavy Bundle,333.73,Mid Level of charges,0
5641,Male,24,No,0,Upland,91786,34.105493,-117.660934,0,3,Yes,25.1,No,Yes,Fiber Optic,59.0,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,89.85,244.45,0.0,0,75.3,319.75,Joined,Still Customer,Still Customer,48827,New,7,Heavy Bundle,34.92,Low Level of charges,0
5642,Male,41,No,0,Santa Barbara,93111,34.460197,-119.802602,0,31,Yes,10.05,No,Yes,Fiber Optic,14.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.45,3109.9,43.38,0,311.55,3378.07,Stayed,Still Customer,Still Customer,16477,Established,8,Heavy Bundle,388.74,Mid Level of charges,0
5643,Male,43,No,0,Long Beach,90803,33.760458,-118.129725,0,27,Yes,2.59,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.4,460.25,29.59,0,69.93,500.59,Stayed,Still Customer,Still Customer,31352,Established,1,Single Service,460.25,Mid Level of charges,0
5644,Female,65,No,0,Bellflower,90706,33.887676,-118.127289,0,40,Yes,44.86,No,Yes,Fiber Optic,4.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.2,3233.85,0.0,0,1794.4,5028.25,Churned,Price,Price too high,72893,Established,5,Light Bundle,646.77,Mid Level of charges,1
5645,Female,19,Yes,0,Los Angeles,90004,34.076259,-118.310715,1,3,Yes,44.46,No,Yes,DSL,51.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.3,134.5,0.0,0,133.38,267.88,Churned,Price,Extra data charges,67852,New,4,Light Bundle,33.62,Low Level of charges,1
5646,Female,63,No,0,Redwood City,94062,37.410567,-122.297152,0,52,No,0.0,No phone Service,Yes,DSL,7.0,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,39.1,1982.1,0.0,130,0.0,2112.1,Stayed,Still Customer,Still Customer,25569,Loyal,4,Light Bundle,495.52,Mid Level of charges,0
5647,Male,61,No,2,Anaheim,92802,33.807864,-117.923782,0,21,Yes,13.39,Yes,Yes,Fiber Optic,24.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.35,1747.2,0.0,0,281.19,2028.39,Stayed,Still Customer,Still Customer,45086,Growth,4,Light Bundle,436.8,Mid Level of charges,0
5648,Female,21,Yes,0,Moorpark,93021,34.312945,-118.858169,6,24,Yes,9.3,Yes,Yes,DSL,27.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,66.3,1559.45,32.59,0,223.2,1750.06,Stayed,Still Customer,Still Customer,32984,Growth,6,Heavy Bundle,259.91,Mid Level of charges,0
5649,Male,44,Yes,0,Van Nuys,91411,34.17847,-118.459472,1,67,Yes,37.6,Yes,Yes,Fiber Optic,23.0,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,88.4,5798.3,0.0,0,2519.2,8317.5,Stayed,Still Customer,Still Customer,23646,Loyal,5,Light Bundle,1159.66,High Level of charges,0
5650,Male,29,No,0,Nubieber,96068,41.082472,-121.195215,0,10,Yes,33.98,Yes,Yes,DSL,59.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.5,568.2,0.0,0,339.8,908.0,Stayed,Still Customer,Still Customer,240,Early,4,Light Bundle,142.05,Low Level of charges,0
5651,Male,26,No,0,Spring Valley,91978,32.730264,-116.950963,0,8,Yes,41.93,No,Yes,Fiber Optic,59.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.7,553.4,0.0,0,335.44,888.84,Stayed,Still Customer,Still Customer,7863,Early,4,Light Bundle,138.35,Low Level of charges,0
5652,Male,24,No,0,Dobbins,95935,39.381174,-121.21191,0,6,Yes,27.54,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,18.95,110.15,0.0,0,165.24,275.39,Stayed,Still Customer,Still Customer,614,New,1,Single Service,110.15,Low Level of charges,0
5653,Female,63,No,0,San Francisco,94104,37.791222,-122.402241,0,21,Yes,9.06,Yes,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.35,2119.5,0.0,0,190.26,2309.76,Churned,Other,Moved,384,Growth,6,Heavy Bundle,353.25,Mid Level of charges,1
5654,Male,30,Yes,0,Littlerock,93543,34.505273,-117.955054,2,65,Yes,18.07,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.9,1292.6,0.0,0,1174.55,2467.15,Stayed,Still Customer,Still Customer,11198,Loyal,1,Single Service,1292.6,High Level of charges,0
5655,Male,62,Yes,2,San Bernardino,92404,34.183286,-117.221722,4,72,Yes,44.0,Yes,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,6130.85,0.0,0,3168.0,9298.85,Stayed,Still Customer,Still Customer,53636,Loyal,5,Light Bundle,1226.17,High Level of charges,0
5656,Female,20,No,1,Riverside,92507,33.976328,-117.319786,0,66,Yes,27.09,Yes,Yes,Fiber Optic,51.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,90.95,5930.05,0.0,0,1787.94,7717.99,Stayed,Still Customer,Still Customer,48649,Loyal,6,Heavy Bundle,988.34,High Level of charges,0
5657,Male,19,Yes,0,Columbia,95310,38.085839,-120.37855,1,66,Yes,23.27,Yes,Yes,DSL,58.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,91.7,6075.9,0.0,0,1535.82,7611.72,Stayed,Still Customer,Still Customer,2144,Loyal,10,Heavy Bundle,607.59,Mid Level of charges,0
5658,Male,37,No,0,Reedley,93654,36.636638,-119.421842,0,47,Yes,16.64,Yes,Yes,Fiber Optic,8.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.1,4889.3,0.0,0,782.08,5671.38,Stayed,Still Customer,Still Customer,25923,Established,8,Heavy Bundle,611.16,Mid Level of charges,0
5659,Male,49,No,0,Woodland Hills,91367,34.178068,-118.615714,0,4,Yes,27.04,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,20.7,83.75,0.0,0,108.16,191.91,Stayed,Still Customer,Still Customer,36123,New,1,Single Service,83.75,Low Level of charges,0
5660,Male,45,No,2,Scotia,95565,40.440636,-124.098739,0,21,Yes,27.6,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.6,397.0,0.0,0,579.6,976.6,Stayed,Still Customer,Still Customer,1125,Growth,1,Single Service,397.0,Mid Level of charges,0
5661,Female,26,Yes,0,Lake Elsinore,92532,33.705836,-117.318204,7,25,Yes,37.1,No,Yes,Fiber Optic,82.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,1797.75,0.0,0,927.5,2725.25,Stayed,Still Customer,Still Customer,4546,Established,4,Light Bundle,449.44,Mid Level of charges,0
5662,Male,40,No,0,Oakdale,95361,37.785033,-120.776141,0,24,Yes,35.93,Yes,Yes,Fiber Optic,5.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.55,2282.55,0.0,0,862.32,3144.87,Churned,Other,Don't know,25384,Growth,5,Light Bundle,456.51,Mid Level of charges,1
5663,Female,42,Yes,3,Independence,93526,36.869584,-118.189241,5,72,Yes,18.21,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,24.9,1859.2,0.0,0,1311.12,3170.32,Stayed,Still Customer,Still Customer,734,Loyal,1,Single Service,1859.2,High Level of charges,0
